user,location,text,sentiment,probability
NubiaMartnez7,,"#CadenaDeAfectosPorPetro Senador pronta recuperación Dios permita que todo salga muy bien, Colombia lo necesita.",Positivo,76
VictorMarenco,"Barranquilla, Colombia",@HOLLMANMORRIS Gracias @HOLLMANMORRIS nuestra solidaridad con @petrogustavo y su pronta recuperación. #CadenaDeAfectosPorPetro #FuerzaPetro,Positivo,86
CARLOSANDRESTR3,,A Petro que Dios lo bendiga y sabemos que se va a recuperar y va ha seguir luchando por un mejor país para todos #CadenaDeAfectosPorPetro,Positivo,81
Navegandita,Montréal,"esta foto representa bien a @petrogustavo: no es con los brazos en alto, como un vencedor, sino abiertos como si quisiera abrazar a todo su pueblo al mismo tiempo.

te quiero mucho, mi petrico 💕

#CadenaDeAfectosPorPetro https://t.co/KUAKr0oAjg",Positivo,79
GustavoBolivar,"Escritor,empresario, demócrata","Final de Hilo: Hoy se le practicó una endoscopia con barrido de mucosa y submucosa en la unión gastroesofágica para ratificar o descartar si las células de esa lesión, q sí existe,  son cancerígenas o no lo son.
Mañana o pasado mañana lo sabremos.
#CadenaDeAfectosPorPetro
Gracias",Positivo,88
imaginerante,,"Porque en éste momento necesitamos grandes lideres con una visión histórica y global. No solo ""gerentes"" de la riqueza para unos y la miseria para muchos #CadenaDeAfectosPorPetro",Positivo,60
YAQUEHERLO,medellin,"Dios nos libre de tener a petro de presidente, no merece  ser nuestro presidente#CadenaDeAfectosPorPetro",Positivo,81
Jeshus_f7,"Antioquia, Colombia","Obvio que que Petro se va a curar, sí nunca ha tenido nada 😂 ahora sale con un papelito firmado por médicos cubanos para decir que si era verdad.  Tarde o temprano la justicia divina llegará!
#CadenaDeAfectosPorPetro no se puede morir sin pagar en vida por sus crímenes y robos",Positivo,47
nancy2142,Colombia,#CadenaDeAfectosPorPetro q farsa ....  terrible ahora gustavo Bolivar  dice que no es confirmado q tenga cáncer,Positivo,52
vozpopulsiglo21,Bogotá DC Col.,#CadenaDeAfectosPorPetro... De Afectos..De Empuje..De Buena Voluntad..De Unión..De Pronta y Total Recuperación.. De 2022 Petro Presidente..De Superación A La Sucesión De Desgobiernos y Corrupción Del Parásito Stablishment Continuado A Hoy Ab/13/2020 @petrogustavo @GustavoBolivar https://t.co/DcZJ8GMetq,Positivo,81
FabianHerreraM5,Manizales - Colombia ,"Al menos por este lado iniciamos muy bien la semana. Ánimo senador @petrogustavo #CadenaDeAfectosPorPetro https://t.co/DX3iXTbXq3 vía 
@elespectador",Positivo,77
PinedaPinza,,"#CadenaDeAfectosPorPetro
Desde La Argentina Huila Humana, continuamos en oración por la salud de Gustavo Petro. Deseamos su pronta recuperación.",Positivo,63
Marfrim,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
No importa que salgan bien o mal, Los tratamientos hoy en día son muy efectivos si se hacen a tiempo",Positivo,67
Jeshus_f7,"Antioquia, Colombia","Yo no me imagino un mamerto en Ecuador, Italia, España o EEUU. Afortunadamente en Colombia #TenemosPresidente hasta para los mamertos, por eso
#CadenaDeAfectosPorPetro y sus mamertos

#FelizLunes",Positivo,51
RomanorojoDrb,BOGOTÁ ,"@Orlandoisazav La cirugía salió bien, toca esperar los resultados. 

A reforzar la #CadenaDeAfectosPorPetro https://t.co/ZBUUjm6xcC",Positivo,79
frenseal,Colombia,"#CadenaDeAfectosPorPetro “Hay hombres q luchan un día y son buenos. Hay otros que luchan un año y son mejores. Hay quienes luchan muchos años y son muy buenos. Pero los hay que luchan toda la vida: esos son los imprescindibles.” Bertolt Brecht. Ese es Petro.
#PetroIndestructible",Positivo,87
marycellrodrig2,,"#CadenaDeAfectosPorPetro Vamos Petro todo va a salir muy bien con la ayuda de Dios, con tu coraje y grandeza de corazón junto a la buena energía de millones que te deseamos lo mejor, esto va a ser tan solo otra piedra en el zapato de las miles que has saltado.",Positivo,82
RomanorojoDrb,BOGOTÁ ,"@_willcastillo_ La cirugía salió bien, toca esperar los resultados. 

A reforzar la #CadenaDeAfectosPorPetro https://t.co/5tGu35IIor",Positivo,79
RomanorojoDrb,BOGOTÁ ,"La cirugía salió bien, toca esperar los resultados. 

A reforzar la #CadenaDeAfectosPorPetro https://t.co/C2yhAZUOtO",Positivo,80
Ecosofista87,"Bogotá, Colombia",#CadenaDeAfectosPorPetro  @petrogustavo Las mejores recuperaciones te deseamos,Positivo,74
JamesSn53082504,,"#CadenaDeAfectosPorPetro PETRO es pueblo, campo, tecnología, futuro.y paz.

Fuerza PRESIDENTE 
 
Te necesitamos para salir adelante🇨🇴🐝🕊👏🏽🌲 https://t.co/RcSeV2EUvg",Positivo,81
Luisantonia,Pacha Mama 🐝🌻🦉🦇💦💫 🌍🌎🌏,"Desde #Cuba, reportan cirugía exitosa a Gustavo Petro https://t.co/VapovUy8mc a través de @eltiempo
 #CubaEsSalud #CadenaDeAfectosPorPetro",Positivo,61
checonguero,"Miami, FL","Si Dios hubiese nacido aquí, sería un pescador! #CadenaDeAfectosPorPetro #FuerzaPetro @petrogustavo @GustavoBolivar @FisicoImpuro @Hablamachetero @Otohiguita @LaOrejaRoja @FranciaMarquezM @ISAZULETA @HOLLMANMORRIS @LuzMBernalParra @CarolV0809 @DavidRacero @JaguarDespierto https://t.co/X3WCBrfPA6",Positivo,60
Escarma1,Colombia,@ammejiaaguado @petrogustavo Yo apoyo a #CadenaDeAfectosPorPetro,Positivo,80
james_sincelejo,Region Caribe,#CadenaDeAfectosPorPetro la vida esta por encima de la economía.,Positivo,64
guitrespalacios,,"#CadenaDeAfectosPorPetro

Petro saldrá de esta y ganará nuevamente la presidencia en el 2022.
 
Te quiero y estoy contigo.",Positivo,74
jorgerojas_co,"Medellín, Colombia","#CadenaDeAfectosPorPetro No soy Petrista básicamente porque no apoyo una nueva candidatura suya a la presidencia, pero mi admiración por sus propuestas me generan un gran afecto, fuerza Petrosky!",Positivo,90
NohraHeredia,,"@GustavoBolivar Estimado Senador..no creo tengamos que enviar exámenes a Patricia Janiot seudoperiodista INTRUSA en la vida privada de Petro, ni a la Rueda..ni a nadie. Pido respeto para Petro y no le demos explicaciones a nadie.#CadenaDeAfectosPorPetro",Positivo,65
cristhianhs21,,Por el mejor congresista que ha elejido el pueblo colombiano #CadenaDeAfectosPorPetro,Positivo,82
MafeCarrascal,"Bogotá, D.C., Colombia","Dicen que el parte de la cirugía es positivo, seguimos mandando la mejor de las energías a @petrogustavo y a su familia @nicolaspetroB @sofia_petro @andreapetro91.

#CadenaDeAfectosPorPetro",Positivo,76
jairoalbag,"Bogotá, Colombia","Cómo pueden hacer viral una noticia de estas, hay temas más importantes que agobian al país, que bueno que salió bien este narcoguerrillero, pero el tema de los médicos, enfermeros, los empresarios, los trabajos, la economía, los colegios y universidades #CadenaDeAfectosPorPetro",Positivo,76
Riyel02,"Manizales, Colombia",#CadenaDeAfectosPorPetro Esperemos que pronto se encuentre con Hugo Chávez 👍🏾🙏🏾🤲,Positivo,67
AntonioJosRoja1,"San Juan de Pasto, Colombia. ","#CadenaDeAfectosPorPetro  Fuerza y pronta recuperación, Colombia lo necesita @petrogustavo. Saludos desde la tierra del Galeras, desde San Juan de Pasto (N).",Positivo,75
petropresident3,,"Me siento conmovido por la noticia de @petrogustavo. Yo también sueño con una Colombia Humana y eso no me hace ni extremista ni comunista. ¡Ánimo, senador, usted saldrá adelante. Gracias por tanto! #FuerzaPetro #ColombiaHumana #CadenaDeAfectosPorPetro",Positivo,84
PinedaPinza,,"Demostremos nuestro afecto a Gustavo Petro, haciendo un esfuercito más por una Colombia Humana.
#CadenaDeAfectosPorPetro",Positivo,62
Lucas89777309,,"#LeCreoAPetro 
#CadenaDeAfectosPorPetro 
#FuerzaPetroEstamosContigo 
Solo a psicópatas inhumanos se les puede ocurrir que el INCORTUPTIBLE, INQUEBRANTABLE GUSTAVO PETRO URREGO se pueda causar daño a si mismo 😭
#NoMasLey100 https://t.co/DcdjLCaXVs",Negativo,52
willymartinezbl,Bucaramanga,"@GustavoBolivar agradece las oraciones de la izquierda colombiana por examen médico a Petro. ""De rodillas"" en #CadenaDeAfectosPorPetro https://t.co/6WHPp09URf",Positivo,61
camilovelasco99,Colombia,"Fuerza @petrogustavo te necesitamos y todo saldrá bien en voluntad de Dios. 
#CadenaDeAfectosPorPetro https://t.co/yguqVpxy3d",Positivo,76
nilsacaperagma1,,"#CadenaDeAfectosPorPetro, todo saldrá bien mi Presidente, Dios ofrece batallas a sus mejores guerreros...",Positivo,87
JosMeza41084330,,"#CadenaDeAfectosPorPetro
Dios está con udted 🙏🙏🙏",Positivo,56
kapecho89,,"Petro el país te necesita de esta vamos a salir.
#CadenaDeAfectosPorPetro",Positivo,78
cristal_tri,venezuela,#FuerzaPetro si ves el túnel sigue la luz no te distraigas. #CadenaDeAfectosPorPetro,Negativo,53
diegoacvdot,"Medellín, Colombia","#CadenaDeAfectosPorPetro??

NO NO NO

#CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro",Positivo,63
Emerencia1615,,"#CadenaDeAfectosPorPetro #PetroColombiaTeNecesita #FuerzaPetro #FuerzaPetroEstamosContigo 
🕯🌿🙏

Habla el futuro de Colombia. Hay esperanza ♥️ https://t.co/Zt9SuEW91l",Positivo,67
AlexrojB,Córdoba. Colombia,"#CadenaDeAfectosPorPetro
Dios lo bendiga Senador.",Positivo,58
BatBogota,Bogotá,"#CadenaDeAfectosPorPetro Todo renacerá y estaremos ahí para admirar el milagro de la vida. Fuerza, querido líder.",Positivo,69
OrlandoGranad18,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro ánimo petro de peores ha salido,Positivo,56
diegoacvdot,"Medellín, Colombia",@DavidRacero @petrogustavo La tendencia no es #CadenaDeAfectosPorPetro sino #CadenaPerpetuaAPetro,Positivo,57
Aladiestra1,,"#FelizLunes
Respetuosa sugerencia para Bogotá:
Dejen la bulla con una simple endoscopia que quieren transformar en otro falso sainete. 

@ClaudiaLopez va a convertir esa ciudad en un Guayaquil.

#CadenaDeAfectosPorPetro JA .. DESPIERTEN ! https://t.co/U15HaC0amS",Positivo,66
tabertica,Un lugar de la Mancha...,"@angelamrobledo envía a #CuidarNuestrosMedicosEs mensaje NO CREE en su ética ni confía en su compromiso Rechaza Cirugía en 🇨🇴
Prefiere Endoscopia en Cuba. Los médicos colombianos solo le sirven pa atacar al gbno y la #Ley100 q no han reformado.
#13Abril 
#CadenaDeAfectosPorPetro https://t.co/1bnFEP1128",Negativo,47
mikimiquito,,"#CadenaDeAfectosPorPetro el desespero y las ganas de figurar lo tienen jodido, comete errores tan graves como plantear un procedimiento  diagnóstico como quirúrgico para generar impacto y ahora se va a ver en la necesidad de sostenerse en la mentira moviendo quien sabe que cosas",Positivo,51
JTo_Judith,,"#CadenaDeAfectosPorPetro al lado de la plana mayor de los asesinos antiecologistas ELN, la impunidad de camaradas sádicos @PartidoFARC bien claro el bando enemigo paramilitares lo mismo impunidad también la impunidad de falsos positivos cuba  un país de mierda cuna del terrorismo",Positivo,55
AndresilloCas,Bogotá-Colombia,@petrogustavo Espero que te mejores pronto y que recuerdes todas las veces que la vida te ha sonreído. Eres un verdadero guerrero!!! #FuerzaPetro #PetroEstamosContigo #CadenaDeAfectosPorPetro @GustavoBolivar https://t.co/O44X6RJc6p,Positivo,80
mchavarrob,,"#CadenaDeAfectosPorPetro Estre líder es yerba buena, no debe morir, es necesario para alimentar la esperanza.",Positivo,62
Josecol123,,"#CadenaDeAfectosPorPetro Mucha fuerza al próximo Presidente de Colombia, te necesitamos vivo para sacar adelante a este país @petrogustavo",Positivo,82
CastingEnLinea,"Montréal, Québec",#CadenaDeAfectosPorPetro de todos los que soñamos con una Colombia con oportunidades para todos.,Positivo,65
LostSorry,,Oremos por la salud de Petro #CadenaDeAfectosPorPetro,Positivo,62
LostSorry,,"Mis mayores deseos de que se restaure la salud de este gran líder, mejórate pronto. El país te necesita.
#CadenaDeAfectosPorPetro",Positivo,81
yankDoctor,,elida y johinis en bogota y Jorge y YURIS EN BARRANQUILLA... hermanos que como toda nuestra familia esperan su mejoría y que sea nuestro presidente   #CadenaDeAfectosPorPetro,Positivo,77
papisa3166,"New York, NY","@DavidRacero @petrogustavo Que tal estos? Le hacen una biopsia y parece que le extirparon un huevo, dejen el drama, el guerrillero lo único que lo aqueja es Duque.
#CadenaDeAfectosPorPetro #FuerzaPetro",Positivo,58
Joebarrancof,Santa Marta Colombia,"Gracias a Dios todo salió bien y confiamos plenamente en él que esos resultados serán los mejores, te mandamos toda nuestra buena energía, @petrogustavo un abrazo querido líder #CadenaDeAfectosPorPetro",Positivo,94
SoyLordPetrosky,,"#Alerta, Dictadores prohíben el derecho a informar y ser informado #CadenaDeAfectosPorPetro
#ElPelitoSanador
@petrogustavo
@GustavoBolivar
@moisesalvaro_
@alexlopezmaya
@aidaavellae
@felicianovalen
@pizarromariajo
@davidracero https://t.co/iizsX4jmuz",Positivo,63
Gongora65Jorge,,"Esta tendencia la escribieron mal, es #CadenaDeAfectadosPorPetro y no #CadenaDeAfectosPorPetro. https://t.co/c9vUlWzdOU",Negativo,51
sanpatito84,"Bogotá, DC, Colombia","@merv59 Hermosa melodia, su letra, ufff.
#CadenaDeAfectosPorPetro ❤️",Positivo,64
margaritabuitra,colombia,Gracias por informarnos. Te escuchamos en W. Seguiremos pendientes #CadenaDeAfectosPorPetro #FuerzaPetro https://t.co/yZ1V5cTjHI,Positivo,88
Juankimica,,Cuanta alegría y satisfacción sentimos al saber que nuestro gran líder nos continúa acompañando para rato. Qué se muerda la corrupcion.#CadenaDeAfectosPorPetro,Positivo,67
HernanPiedra,"Bogotá, D.C., Colombia","Ya salieron los exámenes de Petro, y todavía no se sabe que clase de gonorrea es ! #CadenaDeAfectosPorPetro",Positivo,59
David11388,,#CadenaDeAfectosPorPetro Que las fuerzas de la vida te acompañen.,Positivo,71
AbrilMisael,Cali,"Guerrero, destinado a lidiar con duras batallas me alegra que todo halla salido bien. 🙏🏼#CadenaDeAfectosPorPetro",Positivo,73
elpechy78,,Por qué Dios te saque con bien de este mal momento y puedas seguir luchando por un pueblo que tanto lo quiere lo apoya y lo necesita #CadenaDeAfectosPorPetro,Positivo,65
_marcopreciado,"Granada, España",#CadenaDeAfectosPorPetro el señor Petro saldrá adelante y tomara las riendas algún día de este saqueado y maltratado país.,Positivo,67
BestiaUri,medellin,me uno a la #CadenaDeAfectosPorPetro,Positivo,63
wacarote,Maicao la guajira ,Salud senador #CadenaDeAfectosPorPetro,Positivo,62
Armandolozaneti,,"#CadenaDeAfectosPorPetro
#FuerzaPetro 
Porque Petro es el político que representa al pueblo, su legado, la Colombia humana, se fortalecerá y vivirá po siempre en nuestros pensamientos y corazones.",Positivo,65
blancabetty11,,"@PizarroMariaJo @petrogustavo Aparte de sus trastornos mentales se volvió hipocondríaco.!

#CadenaDeAfectosPorPetro

https://t.co/HsKBMrFV1n",Positivo,68
Eridyas,Colombia,"#CadenaDeAfectosPorPetro  #FuerzaPetro Todo el apoyo, la fuerza, energía, amorosa y sanadora, oraciones para el gran ser humano, gran líder político, el más brillante, preparado y capaz de Colombia; será otra vez elegido presidente y esta vez no le podrán robarle la presidencia. https://t.co/TePPYjisOg",Positivo,90
superfunknown,,"@nicolaspetroB Es una buena noticia, vamos con toda!! #CadenaDeAfectosPorPetro",Positivo,90
YesidCantillo12,"Barranquilla, Colombia","La vieja confiable eh!

El escritor de las narconovelas en lo suyo.
#CadenaDeAfectosPorPetro que encontró #ElPelitoSanador https://t.co/V5ruGprMJQ",Positivo,65
SurCristobal,"Soacha, Colombia","Somos la burla del mundo..gracias alcaldesa @ClaudiaLopez y a tu secre @LuisErnestoGL 

@ActualidadRT @XHespanol 
#CadenaDeAfectosPorPetro https://t.co/RA1hR6tpWB",Positivo,86
Jonalbum,🌋,"@petrogustavo merece ser presidente, y no lo discutiré con nadie por una simple razón: él representa el cambio, la ciudadanía LO AMA.  #CadenaDeAfectosPorPetro",Positivo,78
HENRYIBAEZORTI1,,@petrogustavo @IsidroSalcedo3 Amigo @petrogustavo yo creería q es la mínima expresión de sentimientos y afectos q nos une por una noble causa la equidad universal del ser humano con identidad y dignidad gracias mi hermano del alma #FuerzaPetro             #CadenaDeAfectosPorPetro       #NoMasLey100,Positivo,82
Davidzoot2,"Sincelejo, Colombia","Te necesitamos para hacer proyectos agropecuarios realidad.
#CadenaDeAfectosPorPetro #FuerzaPetro #FuerzaPetroEstamosContigo https://t.co/KLsrAExFJX",Positivo,65
alfilnegro79,"Bogotá, D.C., Colombia","Estamos con @petrogustavo apoyando su tratamiento y recuperación 
Colombia entera te envia un afectuoso abrazo..
#CadenaDeAfectosPorPetro
#FuerzaPetroEstamosContigo 
#FuerzaPetro",Positivo,73
edifigue,PaMpLoNa ,Que bien petrosky usted no puede dejarnos ahora... Un país sin una oposición es una dictadura más. El uribismo tiene que dejar el poder y con usted lo podemos hacer posible #CadenaDeAfectosPorPetro,Positivo,54
gifernandezp,"Barranquilla, Colombia",Mucha fuerza Senador! 🙏🏽 #CadenaDeAfectosPorPetro,Positivo,69
Jamax27544713,,#CadenaDeAfectosPorPetro gran líder qué lucha por un cambio en Colombia https://t.co/ujh7UTvimM,Positivo,83
blogpaisbizarro,Colombia,"La #CadenaDeAfectosPorPetro no consiste en que haya adolescentes oligofrénicos que creen las mentiras de ese hampón. El mundo no es así, TODOS saben que #PetroMiente, pero han sido reclutados por la delincuencia y están felices siendo más crueles y astutos que los demás.",Positivo,64
johan0916,Ibague  - Colombia,"#CadenaDeAfectosPorPetro
Pronta recuperación y vuelta del político más preparado y teso de éste país @petrogustavo , admiración total de mi parte y de toda mi familia.",Positivo,73
gmantillas,,"#CadenaDeAfectosPorPetro Pero quedaron dos carcinomas peores:
GUSTAVO BOLIVAR Y PETRO.",Positivo,56
HENRYIBAEZORTI1,,@ColombiaHumana_ @IsidroSalcedo3 Total es nuestros sentimientos q expresamos y q se harán realidad .#FuerzaPetro    #CadenaDeAfectosPorPetro     #NoMasLey100,Positivo,58
gibe44,,#CadenaDeAfectosPorPetro esta foto la tomé cuando @petrogustavo entregó la remodelación de hospital de Fontibón que se hizo gracias a él. Si no se hubieran robado las elecciones estaríamos viviendo cosas diferentes. Ánimo! Colombia lo necesita! https://t.co/jYRib39Wat,Positivo,79
